Customer_ID,Recency,Frequency,Monetary,RFM_Category
21145,"2020-12-31 00:00:00",7,142.81,"Low Value Customers"
21104,"2020-12-30 00:00:00",10,460.09,"Low Value Customers"
20825,"2020-11-22 00:00:00",11,101.52999999999997,"Low Value Customers"
20974,"2020-08-20 00:00:00",7,39.39,"Low Value Customers"
21211,"2020-12-11 00:00:00",5,144,"Low Value Customers"
20647,"2020-12-11 00:00:00",6,201.68,"Low Value Customers"
21050,"2020-12-27 00:00:00",6,77.78,"Low Value Customers"
21201,"2020-11-25 00:00:00",9,361.30000000000007,"Low Value Customers"
20933,"2020-12-28 00:00:00",6,31.500000000000004,"Low Value Customers"
20934,"2020-12-26 00:00:00",12,241.43,"Low Value Customers"
20935,"2020-11-27 00:00:00",6,71.03999999999999,"Low Value Customers"
21246,"2020-12-11 00:00:00",9,166.26999999999998,"Low Value Customers"
21018,"2020-12-21 00:00:00",9,330.97999999999996,"Low Value Customers"
20779,"2020-12-09 00:00:00",8,272.7300000000001,"Low Value Customers"
20656,"2020-12-24 00:00:00",8,88.94,"Low Value Customers"
20835,"2020-12-02 00:00:00",5,77.6,"Low Value Customers"
21053,"2020-12-22 00:00:00",10,80.56,"Low Value Customers"
20939,"2020-12-21 00:00:00",10,116.74000000000001,"Low Value Customers"
20660,"2020-12-04 00:00:00",5,70.73,"Low Value Customers"
21130,"2020-12-01 00:00:00",5,42.3,"Low Value Customers"
21190,"2020-11-17 00:00:00",6,109.76,"Low Value Customers"
20893,"2020-12-29 00:00:00",5,135.49,"Low Value Customers"
20841,"2020-11-13 00:00:00",5,56.96999999999999,"Low Value Customers"
21277,"2020-12-20 00:00:00",5,713.01,"Low Value Customers"
20843,"2020-12-14 00:00:00",12,157.88000000000002,"Low Value Customers"
21288,"2020-12-14 00:00:00",8,31.559999999999995,"Low Value Customers"
21292,"2020-12-12 00:00:00",8,93.48,"Low Value Customers"
21297,"2020-12-28 00:00:00",26,945.3,"Low Value Customers"
21302,"2020-12-06 00:00:00",11,392.42,"Low Value Customers"
21335,"2020-11-28 00:00:00",17,264.02000000000004,"Low Value Customers"
21345,"2020-12-09 00:00:00",9,202.78999999999996,"Low Value Customers"
21350,"2020-12-29 00:00:00",8,116.9,"Low Value Customers"
21388,"2020-10-11 00:00:00",5,80.14,"Low Value Customers"
21396,"2020-12-14 00:00:00",8,103.9,"Low Value Customers"
21459,"2020-12-02 00:00:00",10,458.44999999999993,"Low Value Customers"
21476,"2020-09-27 00:00:00",5,23.79,"Low Value Customers"
21539,"2020-12-15 00:00:00",12,379.15000000000003,"Low Value Customers"
21545,"2020-10-18 00:00:00",6,77.25,"Low Value Customers"
21580,"2020-12-29 00:00:00",5,134.24,"Low Value Customers"
21591,"2020-12-03 00:00:00",6,188.08999999999997,"Low Value Customers"
21614,"2020-11-17 00:00:00",5,67.63,"Low Value Customers"
21619,"2020-12-16 00:00:00",8,207.34,"Low Value Customers"
21630,"2020-11-28 00:00:00",6,157.44,"Low Value Customers"
21641,"2020-12-18 00:00:00",5,98.39999999999998,"Low Value Customers"
21656,"2020-12-29 00:00:00",15,222.89000000000004,"Low Value Customers"
21667,"2020-12-23 00:00:00",11,405.50000000000006,"Low Value Customers"
21671,"2020-08-12 00:00:00",5,146.49,"Low Value Customers"
21678,"2020-08-13 00:00:00",6,83.16000000000001,"Low Value Customers"
21682,"2020-10-10 00:00:00",9,38.05,"Low Value Customers"
21684,"2020-11-30 00:00:00",7,80.63,"Low Value Customers"
21686,"2020-12-20 00:00:00",25,640.8499999999997,"Low Value Customers"
21691,"2020-12-11 00:00:00",5,29.14,"Low Value Customers"
21692,"2020-12-28 00:00:00",12,93.41000000000001,"Low Value Customers"
21693,"2020-12-21 00:00:00",6,409.54,"Low Value Customers"
21710,"2020-12-02 00:00:00",14,538.1400000000002,"Low Value Customers"
21712,"2020-12-06 00:00:00",8,93.09,"Low Value Customers"
21716,"2020-11-19 00:00:00",7,333.62999999999994,"Low Value Customers"
21728,"2020-12-16 00:00:00",8,149.15,"Low Value Customers"
21733,"2020-12-12 00:00:00",8,154.46,"Low Value Customers"
21755,"2020-08-31 00:00:00",5,159.62,"Low Value Customers"
21817,"2020-11-09 00:00:00",5,34.03,"Low Value Customers"
21820,"2020-12-09 00:00:00",7,256.35,"Low Value Customers"
21854,"2020-12-29 00:00:00",12,210.77999999999997,"Low Value Customers"
21857,"2020-12-10 00:00:00",5,51.47,"Low Value Customers"
21858,"2020-11-27 00:00:00",9,108.21000000000001,"Low Value Customers"
21862,"2020-12-21 00:00:00",9,268.92999999999995,"Low Value Customers"
21864,"2020-12-20 00:00:00",5,135.43,"Low Value Customers"
21865,"2020-12-19 00:00:00",6,20.650000000000002,"Low Value Customers"
21885,"2020-11-07 00:00:00",6,488.65,"Low Value Customers"
21895,"2020-12-20 00:00:00",7,69.74,"Low Value Customers"
21897,"2020-12-16 00:00:00",9,155.48000000000002,"Low Value Customers"
21908,"2020-11-14 00:00:00",6,176.08999999999997,"Low Value Customers"
21910,"2020-10-03 00:00:00",5,323.96,"Low Value Customers"
21919,"2020-12-17 00:00:00",9,140.23,"Low Value Customers"
21929,"2020-12-29 00:00:00",29,800.88,"Low Value Customers"
21934,"2020-12-18 00:00:00",11,154.31,"Low Value Customers"
21935,"2020-12-27 00:00:00",7,123.14999999999998,"Low Value Customers"
21946,"2020-11-23 00:00:00",5,64.41,"Low Value Customers"
21947,"2020-11-26 00:00:00",13,234.76000000000002,"Low Value Customers"
21961,"2020-12-16 00:00:00",7,53.81,"Low Value Customers"
21964,"2020-07-28 00:00:00",5,142.04,"Low Value Customers"
21965,"2020-11-28 00:00:00",5,64.97,"Low Value Customers"
18194,"2020-12-10 00:00:00",6,107.41999999999999,"Low Value Customers"
17853,"2020-12-12 00:00:00",10,249.47999999999996,"Low Value Customers"
18389,"2020-12-20 00:00:00",8,154.12,"Low Value Customers"
17855,"2020-12-22 00:00:00",6,280.49000000000007,"Low Value Customers"
18433,"2020-11-30 00:00:00",13,709.11,"Low Value Customers"
18413,"2020-12-19 00:00:00",5,212.56,"Low Value Customers"
17858,"2020-08-02 00:00:00",5,101.32000000000001,"Low Value Customers"
17859,"2020-11-12 00:00:00",5,93.53999999999999,"Low Value Customers"
18498,"2020-12-15 00:00:00",8,146.34,"Low Value Customers"
18084,"2020-12-21 00:00:00",7,512.2900000000001,"Low Value Customers"
17862,"2020-12-29 00:00:00",9,493.17999999999995,"Low Value Customers"
18327,"2020-12-15 00:00:00",8,260.74999999999994,"Low Value Customers"
17864,"2020-12-27 00:00:00",10,117.51000000000002,"Low Value Customers"
18435,"2020-12-13 00:00:00",11,715.42,"Low Value Customers"
18365,"2020-12-16 00:00:00",6,266.83,"Low Value Customers"
17867,"2020-12-23 00:00:00",10,105.67,"Low Value Customers"
17868,"2020-12-12 00:00:00",12,730.6999999999998,"Low Value Customers"
17869,"2020-10-10 00:00:00",6,139.01,"Low Value Customers"
18416,"2020-08-18 00:00:00",5,356.24,"Low Value Customers"
17871,"2020-12-21 00:00:00",5,115.41,"Low Value Customers"
18250,"2020-10-30 00:00:00",8,65.86999999999999,"Low Value Customers"
17873,"2020-12-13 00:00:00",16,560.4299999999998,"Low Value Customers"
18090,"2020-12-19 00:00:00",12,97.97,"Low Value Customers"
17875,"2020-11-09 00:00:00",11,719.7299999999998,"Low Value Customers"
18251,"2020-12-15 00:00:00",6,184.70999999999995,"Low Value Customers"
18521,"2020-12-22 00:00:00",8,191.84,"Low Value Customers"
17878,"2020-12-21 00:00:00",7,883.7,"Low Value Customers"
17879,"2020-12-13 00:00:00",16,269.24,"Low Value Customers"
17880,"2020-10-03 00:00:00",5,48.05,"Low Value Customers"
17881,"2020-12-15 00:00:00",18,393.4100000000001,"Low Value Customers"
18368,"2020-11-30 00:00:00",8,352.23,"Low Value Customers"
18153,"2020-12-14 00:00:00",7,356.6000000000001,"Low Value Customers"
17884,"2020-12-28 00:00:00",25,418.2600000000001,"Low Value Customers"
17885,"2020-11-23 00:00:00",7,71.25,"Low Value Customers"
18022,"2020-08-14 00:00:00",5,47.12,"Low Value Customers"
17887,"2020-12-08 00:00:00",9,1237.0000000000002,"Low Value Customers"
18536,"2020-11-28 00:00:00",10,456.89000000000004,"Low Value Customers"
17889,"2020-12-11 00:00:00",8,100.53999999999999,"Low Value Customers"
17890,"2020-12-23 00:00:00",15,637.1199999999999,"Low Value Customers"
17891,"2020-12-02 00:00:00",6,42.82999999999999,"Low Value Customers"
18024,"2020-12-22 00:00:00",5,229.42999999999998,"Low Value Customers"
17893,"2020-11-07 00:00:00",9,154.32,"Low Value Customers"
18437,"2020-11-18 00:00:00",13,149.54999999999998,"Low Value Customers"
17895,"2020-11-15 00:00:00",13,229.19000000000003,"Low Value Customers"
18255,"2020-12-23 00:00:00",5,90.74,"Low Value Customers"
18097,"2020-12-04 00:00:00",12,348.30000000000007,"Low Value Customers"
17898,"2020-12-12 00:00:00",12,200.74,"Low Value Customers"
18500,"2020-12-04 00:00:00",6,126.12,"Low Value Customers"
18257,"2020-12-29 00:00:00",9,172.82000000000002,"Low Value Customers"
18335,"2020-12-27 00:00:00",14,515.1199999999999,"Low Value Customers"
18420,"2020-10-05 00:00:00",9,109.19999999999999,"Low Value Customers"
17903,"2020-10-22 00:00:00",9,234.76999999999998,"Low Value Customers"
17904,"2020-12-13 00:00:00",12,889.3800000000001,"Low Value Customers"
17905,"2020-11-30 00:00:00",10,63.81,"Low Value Customers"
18102,"2020-11-19 00:00:00",6,46.27000000000001,"Low Value Customers"
18033,"2020-10-14 00:00:00",11,397.47,"Low Value Customers"
17908,"2020-12-30 00:00:00",9,175.85999999999999,"Low Value Customers"
18034,"2020-12-21 00:00:00",6,116.22,"Low Value Customers"
17910,"2020-11-24 00:00:00",7,31.32,"Low Value Customers"
17911,"2020-12-28 00:00:00",18,400.0600000000002,"Low Value Customers"
17912,"2020-12-31 00:00:00",23,844.5400000000004,"Low Value Customers"
18509,"2020-12-10 00:00:00",5,382.03,"Low Value Customers"
17914,"2020-12-31 00:00:00",10,181.93,"Low Value Customers"
17915,"2020-12-19 00:00:00",6,111.51,"Low Value Customers"
18036,"2020-11-26 00:00:00",9,70.80999999999999,"Low Value Customers"
17917,"2020-12-30 00:00:00",7,285.5400000000001,"Low Value Customers"
17918,"2020-12-30 00:00:00",16,662.92,"Low Value Customers"
17919,"2020-11-16 00:00:00",8,251.31,"Low Value Customers"
18037,"2020-12-16 00:00:00",6,93.52,"Low Value Customers"
17921,"2020-12-07 00:00:00",12,348.4200000000001,"Low Value Customers"
17922,"2020-12-16 00:00:00",24,1511.9600000000003,"Low Value Customers"
18300,"2020-09-20 00:00:00",7,71.48,"Low Value Customers"
18502,"2020-09-30 00:00:00",6,122.93,"Low Value Customers"
17925,"2020-10-19 00:00:00",7,866.5699999999999,"Low Value Customers"
17926,"2020-12-31 00:00:00",33,1515.3200000000002,"Low Value Customers"
18339,"2020-11-29 00:00:00",5,177.8,"Low Value Customers"
17928,"2020-12-03 00:00:00",16,307.08,"Low Value Customers"
18041,"2020-11-19 00:00:00",6,195.52,"Low Value Customers"
18215,"2020-11-28 00:00:00",8,260.31,"Low Value Customers"
17931,"2020-12-08 00:00:00",10,134.70999999999998,"Low Value Customers"
17932,"2020-12-22 00:00:00",14,738.03,"Low Value Customers"
17933,"2020-11-07 00:00:00",8,194.83,"Low Value Customers"
17934,"2020-09-29 00:00:00",10,89.05,"Low Value Customers"
18503,"2020-12-16 00:00:00",7,443.71000000000015,"Low Value Customers"
17936,"2020-12-05 00:00:00",10,497.9000000000001,"Low Value Customers"
17937,"2020-12-30 00:00:00",33,808.4599999999999,"Low Value Customers"
18375,"2020-05-04 00:00:00",5,177.79999999999998,"Low Value Customers"
18535,"2020-12-08 00:00:00",5,289.88,"Low Value Customers"
17940,"2020-09-28 00:00:00",5,70.49,"Low Value Customers"
17941,"2020-11-19 00:00:00",22,248.69,"Low Value Customers"
18472,"2020-12-27 00:00:00",12,247.22999999999996,"Low Value Customers"
17943,"2020-12-08 00:00:00",10,239.98999999999998,"Low Value Customers"
18112,"2020-12-29 00:00:00",6,138.29999999999998,"Low Value Customers"
18048,"2020-12-13 00:00:00",16,270.64,"Low Value Customers"
17946,"2020-12-30 00:00:00",19,766.91,"Low Value Customers"
18220,"2020-10-03 00:00:00",5,79.31,"Low Value Customers"
18114,"2020-11-25 00:00:00",6,109.89000000000001,"Low Value Customers"
17949,"2020-12-01 00:00:00",8,439.69000000000005,"Low Value Customers"
18221,"2020-11-15 00:00:00",6,94.37000000000002,"Low Value Customers"
17951,"2020-12-15 00:00:00",24,1561.0100000000004,"Low Value Customers"
18404,"2020-10-06 00:00:00",5,133.97,"Low Value Customers"
17953,"2020-10-15 00:00:00",6,192.63,"Low Value Customers"
17954,"2020-11-26 00:00:00",23,373.51,"Low Value Customers"
18117,"2020-12-21 00:00:00",6,96.35000000000001,"Low Value Customers"
18345,"2020-12-12 00:00:00",10,86.78,"Low Value Customers"
17957,"2020-12-23 00:00:00",10,254.67000000000002,"Low Value Customers"
18379,"2020-09-16 00:00:00",9,718.0500000000001,"Low Value Customers"
18484,"2020-12-19 00:00:00",6,237.66000000000005,"Low Value Customers"
17960,"2020-11-04 00:00:00",9,188.15000000000003,"Low Value Customers"
18381,"2020-11-24 00:00:00",7,276.26,"Low Value Customers"
18349,"2020-09-07 00:00:00",7,56.209999999999994,"Low Value Customers"
17963,"2020-12-02 00:00:00",7,129.87,"Low Value Customers"
18382,"2020-12-30 00:00:00",7,109.91,"Low Value Customers"
18060,"2020-12-05 00:00:00",5,31.310000000000002,"Low Value Customers"
17966,"2020-11-30 00:00:00",12,89.67,"Low Value Customers"
18229,"2020-10-13 00:00:00",7,106.78,"Low Value Customers"
17968,"2020-12-21 00:00:00",35,2281.25,"Low Value Customers"
17969,"2020-12-22 00:00:00",13,371.83,"Low Value Customers"
17970,"2020-12-13 00:00:00",7,182.75000000000006,"Low Value Customers"
18230,"2020-12-08 00:00:00",10,468.0899999999999,"Low Value Customers"
17972,"2020-10-19 00:00:00",10,56.699999999999996,"Low Value Customers"
17973,"2020-12-20 00:00:00",27,794.9100000000003,"Low Value Customers"
17974,"2020-12-20 00:00:00",31,1903.680000000001,"Low Value Customers"
17975,"2020-12-01 00:00:00",6,237.09,"Low Value Customers"
17976,"2020-11-26 00:00:00",5,65.14,"Low Value Customers"
18126,"2020-12-08 00:00:00",13,415.67999999999995,"Low Value Customers"
17978,"2020-12-13 00:00:00",24,1018.6300000000001,"Low Value Customers"
17979,"2020-12-22 00:00:00",10,181.13,"Low Value Customers"
17980,"2020-12-14 00:00:00",14,312.7000000000001,"Low Value Customers"
18231,"2020-11-25 00:00:00",6,82.58999999999999,"Low Value Customers"
17982,"2020-12-23 00:00:00",29,1824.3400000000006,"Low Value Customers"
17983,"2020-12-16 00:00:00",20,1510.6100000000008,"Low Value Customers"
17984,"2020-12-15 00:00:00",20,601.5299999999999,"Low Value Customers"
18511,"2020-12-31 00:00:00",15,598.3699999999999,"Low Value Customers"
17986,"2020-10-19 00:00:00",9,472.99999999999994,"Low Value Customers"
18512,"2020-10-08 00:00:00",5,368.42999999999995,"Low Value Customers"
17988,"2020-12-17 00:00:00",7,191.92,"Low Value Customers"
17989,"2020-12-26 00:00:00",19,448.6100000000001,"Low Value Customers"
18353,"2020-11-16 00:00:00",6,139.30000000000004,"Low Value Customers"
17991,"2020-12-16 00:00:00",15,502.5100000000001,"Low Value Customers"
18184,"2020-11-22 00:00:00",5,75.72999999999999,"Low Value Customers"
17993,"2020-11-24 00:00:00",6,298.51000000000005,"Low Value Customers"
18462,"2020-09-14 00:00:00",5,10.74,"Low Value Customers"
18279,"2020-05-24 00:00:00",5,78.39999999999999,"Low Value Customers"
18448,"2020-12-30 00:00:00",17,1055.32,"Low Value Customers"
18463,"2020-12-07 00:00:00",8,371.1,"Low Value Customers"
18357,"2020-12-13 00:00:00",6,165.48999999999998,"Low Value Customers"
18074,"2020-12-21 00:00:00",5,60.370000000000005,"Low Value Customers"
18137,"2020-12-10 00:00:00",5,228.23000000000002,"Low Value Customers"
18358,"2020-12-16 00:00:00",26,315.79,"Low Value Customers"
18002,"2020-12-02 00:00:00",11,298.45,"Low Value Customers"
18507,"2020-12-17 00:00:00",5,311.91,"Low Value Customers"
18192,"2020-12-05 00:00:00",6,74.89,"Low Value Customers"
18079,"2020-10-11 00:00:00",5,87.16,"Low Value Customers"
18006,"2020-09-30 00:00:00",5,51.050000000000004,"Low Value Customers"
18539,"2020-11-11 00:00:00",9,200.24999999999997,"Low Value Customers"
18546,"2020-10-29 00:00:00",7,64.44,"Low Value Customers"
18555,"2020-10-28 00:00:00",5,491.92000000000013,"Low Value Customers"
18572,"2020-12-24 00:00:00",14,473.78000000000003,"Low Value Customers"
18575,"2020-12-24 00:00:00",11,522.32,"Low Value Customers"
18586,"2020-12-14 00:00:00",10,1352.5,"Low Value Customers"
18592,"2020-12-29 00:00:00",24,1438.7900000000004,"Low Value Customers"
18597,"2020-12-29 00:00:00",9,373.9599999999999,"Low Value Customers"
18604,"2020-12-22 00:00:00",7,62.82999999999999,"Low Value Customers"
18608,"2020-11-14 00:00:00",16,236.99,"Low Value Customers"
18628,"2020-12-30 00:00:00",5,208.37,"Low Value Customers"
18631,"2020-12-18 00:00:00",5,29.159999999999997,"Low Value Customers"
18632,"2020-11-27 00:00:00",6,301.47999999999996,"Low Value Customers"
18648,"2020-12-23 00:00:00",11,422.35999999999996,"Low Value Customers"
18655,"2020-11-04 00:00:00",5,27.6,"Low Value Customers"
18656,"2020-12-21 00:00:00",7,92.85000000000001,"Low Value Customers"
18657,"2020-07-18 00:00:00",6,56.30000000000001,"Low Value Customers"
18660,"2020-12-15 00:00:00",10,210.32,"Low Value Customers"
18661,"2020-11-24 00:00:00",13,473.02000000000004,"Low Value Customers"
18662,"2020-12-29 00:00:00",7,109.00999999999999,"Low Value Customers"
18663,"2020-12-22 00:00:00",20,486.1600000000002,"Low Value Customers"
18664,"2020-07-26 00:00:00",6,253.65000000000003,"Low Value Customers"
18665,"2020-11-14 00:00:00",8,101.34,"Low Value Customers"
18670,"2020-11-14 00:00:00",10,129.73,"Low Value Customers"
18671,"2020-11-26 00:00:00",8,45.730000000000004,"Low Value Customers"
18672,"2020-11-19 00:00:00",6,93.41,"Low Value Customers"
18673,"2020-12-27 00:00:00",6,39.15,"Low Value Customers"
18674,"2020-12-08 00:00:00",5,52.36000000000001,"Low Value Customers"
18676,"2020-12-17 00:00:00",9,204.10999999999999,"Low Value Customers"
18677,"2020-12-19 00:00:00",12,591.5199999999999,"Low Value Customers"
18680,"2020-12-17 00:00:00",6,42.89,"Low Value Customers"
18685,"2020-12-22 00:00:00",7,97.99,"Low Value Customers"
18688,"2020-12-30 00:00:00",17,388.38000000000005,"Low Value Customers"
18693,"2020-12-29 00:00:00",8,240.87,"Low Value Customers"
18695,"2020-12-12 00:00:00",5,41.18,"Low Value Customers"
18696,"2020-12-30 00:00:00",20,504.2700000000001,"Low Value Customers"
18697,"2020-11-03 00:00:00",6,46.260000000000005,"Low Value Customers"
18698,"2020-10-28 00:00:00",7,182.16000000000003,"Low Value Customers"
18699,"2020-10-27 00:00:00",13,1781.23,"Low Value Customers"
18703,"2020-11-10 00:00:00",7,556.9399999999999,"Low Value Customers"
18705,"2020-10-04 00:00:00",7,55.199999999999996,"Low Value Customers"
18706,"2020-12-07 00:00:00",28,485.29999999999995,"Low Value Customers"
18707,"2020-10-17 00:00:00",11,121.98000000000002,"Low Value Customers"
18708,"2020-12-17 00:00:00",12,263.12,"Low Value Customers"
18709,"2020-12-29 00:00:00",27,231.00000000000003,"Low Value Customers"
18710,"2020-12-12 00:00:00",13,429.1400000000001,"Low Value Customers"
18712,"2020-12-21 00:00:00",25,534.13,"Low Value Customers"
18713,"2020-12-13 00:00:00",5,64.08,"Low Value Customers"
18715,"2020-11-17 00:00:00",14,248.64999999999998,"Low Value Customers"
18717,"2020-12-21 00:00:00",14,197.82,"Low Value Customers"
18719,"2020-12-17 00:00:00",18,178.98,"Low Value Customers"
18721,"2020-11-22 00:00:00",10,343.29,"Low Value Customers"
18722,"2020-12-12 00:00:00",10,105.67,"Low Value Customers"
18723,"2020-11-30 00:00:00",9,155.87,"Low Value Customers"
18724,"2020-11-14 00:00:00",8,142.19,"Low Value Customers"
18726,"2020-12-01 00:00:00",13,960.8100000000001,"Low Value Customers"
18733,"2020-12-15 00:00:00",9,158.77,"Low Value Customers"
18735,"2020-12-17 00:00:00",15,192.27999999999997,"Low Value Customers"
18738,"2020-12-08 00:00:00",5,272.98,"Low Value Customers"
18741,"2020-12-27 00:00:00",7,71.29,"Low Value Customers"
18742,"2020-12-30 00:00:00",7,60.34,"Low Value Customers"
18744,"2020-12-30 00:00:00",6,299.19,"Low Value Customers"
18745,"2020-12-12 00:00:00",12,119.02000000000001,"Low Value Customers"
18749,"2020-12-13 00:00:00",14,61.37000000000002,"Low Value Customers"
18751,"2020-12-22 00:00:00",7,103.44000000000003,"Low Value Customers"
18752,"2020-11-04 00:00:00",5,44.17999999999999,"Low Value Customers"
18753,"2020-06-08 00:00:00",5,34.550000000000004,"Low Value Customers"
18756,"2020-12-02 00:00:00",5,171.79,"Low Value Customers"
18757,"2020-12-07 00:00:00",8,77.14999999999999,"Low Value Customers"
18761,"2020-11-22 00:00:00",13,557.2199999999999,"Low Value Customers"
18762,"2020-12-23 00:00:00",6,45.269999999999996,"Low Value Customers"
18772,"2020-09-23 00:00:00",7,44.28,"Low Value Customers"
18774,"2020-12-09 00:00:00",10,348.55,"Low Value Customers"
18775,"2020-11-07 00:00:00",8,50.6,"Low Value Customers"
18776,"2020-12-23 00:00:00",5,30.38,"Low Value Customers"
18777,"2020-12-21 00:00:00",8,113.96999999999998,"Low Value Customers"
18778,"2020-12-23 00:00:00",12,160.91000000000003,"Low Value Customers"
18779,"2020-12-08 00:00:00",7,106.20000000000002,"Low Value Customers"
18784,"2020-11-25 00:00:00",13,911.6899999999998,"Low Value Customers"
18786,"2020-12-22 00:00:00",9,211.23999999999998,"Low Value Customers"
18789,"2020-12-29 00:00:00",7,121.69,"Low Value Customers"
18790,"2020-12-20 00:00:00",15,187.44,"Low Value Customers"
18793,"2020-12-14 00:00:00",5,43.47,"Low Value Customers"
18797,"2020-12-15 00:00:00",22,606.07,"Low Value Customers"
18800,"2020-07-30 00:00:00",6,376.51,"Low Value Customers"
18801,"2020-11-20 00:00:00",7,185.27,"Low Value Customers"
